,compound,headline,neg,neu,pos,label
1105,-0.7717,Apple AAPL stock still rests 13 below its 52 week high despite its roughly 30 climb in 2019 amid trade war worries and a slowdown in iPhone sales Now with some of the big banks set to unofficially kick off Q2 2019 earnings season on Monday July 15 let s peek ahead to see what,0.116,0.884,0.0,-1
1106,-0.7717,Apple AAPL stock still rests 13 below its 52 week high despite its roughly 30 climb in 2019 amid trade war worries and a slowdown in iPhone sales Now with some of the big banks set to unofficially kick off Q2 2019 earnings season on Monday July 15 let s peek ahead to see what,0.116,0.884,0.0,-1
1107,-0.6369,InvestorPlace Stock Market News Stock Advice amp Trading Tips It was shaky action in the Nasdaq today At first the index rallied to new all time highs hitting 8 226 Then it fell and closed lower by 0 08 The rally came on more hints from Fed Chair Powell suggesting a rate cut,0.117,0.883,0.0,-1
1108,-0.6369,InvestorPlace Stock Market News Stock Advice amp Trading Tips It was shaky action in the Nasdaq today At first the index rallied to new all time highs hitting 8 226 Then it fell and closed lower by 0 08 The rally came on more hints from Fed Chair Powell suggesting a rate cut,0.117,0.883,0.0,-1
1109,0.5574,"In today's top stories, Google explains why it has people listening to recordings made by its smart speakers and Assistant app. Meanwhile, the Apple Watch temporarily loses a function in the name of security.",0.06,0.759,0.181,1
1110,0.9982,"(Bloomberg) -- In a packed ballroom in Beijing’s national convention center, the executive from a major technology company laid out ambitious plans for the future of artificial intelligence in China. He explained how customized semiconductors would help power everything from autonomous cars to voice-activated industrial machines.Only this wasn’t a state-backed enterprise. This was Intel Corp., the largest U.S. chipmaker.The company’s AI chief, Naveen Rao, pledged to work closely, “engineer to engineer,&quot; on cutting-edge technology with the 7,000 people that attended Baidu Inc.’s annual developers conference last week. Intel was the top sponsor of the event.Rao made no mention of politics, though his overwhelming support of Baidu, a Chinese national tech champion, sent a powerful message: Even as U.S. and Chinese leaders are locked in a fierce battle over technological supremacy, companies like Intel remain big backers of China’s tech industry because they rely on the country for significant contributions of revenue, production chains and even talent.Intel made 27% of its revenue in China last year, more than in the U.S. or any other market, but it’s fighting to hold on to customers there that it spent decades cultivating. Like many American multinationals with large businesses in the country, Intel is walking a fine line between holding on to that lucrative market and keeping in Washington’s good graces. Neutrality is becoming a tougher stance to maintain.&quot;There’s been a psychotic break” in what some leaders in the U.S. government want and what American businesses want, said Josh Dorfman, founder of One Thousand Million, a China-focused consultancy and think tank based in Dallas. &quot;Unlike in China, U.S. companies aren’t beholden to the country and are not obligated in any way, shape, or form to be patriotic. They want to make money.&quot;An Intel spokesman said the company remains engaged with Chinese customers that aren’t on the U.S.’s list of those it sees as a security threat. China is a substantial market for Intel and it has no intention of pulling out now.Intel isn’t alone. Apple Inc. is heavily dependent on China not only for the manufacture of Mac computers and iPhones but it’s also a major consumer market, accounting for about 20% of sales. Even as U.S. President Donald Trump threatened tariffs that would hit Apple products, the California-based company was making plans to shift production of its new Mac Pro computer to China, sending a clear signal of support.While some companies are considering moving part of their production out of the country, many others are making gestures of goodwill. Walmart Inc. last week pledged to invest $1.2 billion in China to upgrade logistics distribution centers. Boeing Co. is in negotiations to sell 100 jetliners to Chinese airlines in one of its largest-ever deals, Bloomberg News reported. And last month, 600 U.S. companies and trade groups signed a letter to Trump warning of tariff-related hits to their businesses.IBM’s Greater China group chairman Liming Chen said that the escalation of China-U.S. trade frictions has created a &quot;confusing environment&quot; for businesses. He outlined International Business Machine Corp.’s long relationship with China, dating back to its products first entering the country in the 1920s, and formally establishing a Shanghai office in 1936.&quot;IBM has participated in the rapid development of China over the past 40 years, while China has also nourished IBM,&quot; he wrote in a post on WeChat in June, calling the country an &quot;indispensable part of our global strategy map.&quot;The U.S.-China trade war is anchored in competition to dominate the next generation of wireless networks and other technologies as much as politics. The Trump administration worries that American companies in search of profits could actually help China’s tech industry eclipse U.S. prowess in sensitive areas like artificial intelligence and machine learning.The chairman of the U.S. Joint Chiefs of Staff, Joseph Dunford, lambasted Alphabet Inc. in March for Google’s AI work in China, which he alleged &quot;indirectly benefits the Chinese military.&quot; Trump repeated the critique in a subsequent tweet, questioning the Google parent’s loyalties. Google has said it doesn’t work with China’s military.The same nationalistic fervor is partly behind the Commerce Department’s May prohibition on selling American components to Chinese telecom behemoth Huawei Technologies Co. Despite Trump’s recent pledge to ease restrictions, Huawei remains on America’s so-called entities list and U.S. firms must apply for special licenses to sell parts to the company.That hasn’t stopped chipmaker Micron Technology Inc. from feverishly trying to find ways to keep supplying the company, one of its largest customers. The U.S. semiconductor industry also lobbied the Trump administration to loosen restrictions on Huawei.Still, American tech companies are facing a new global reality. They may no longer be able to overlook geopolitics in favor of profits. China may not be the growth savior it once was.Tech companies &quot;must now live in a world where their Chinese business partners and global value chains at any given day could blow up,&quot; said James Lewis, director of the tech and public policy program at the Center for Strategic and International Studies, a Washington think-tank. “Trump might have backed off Huawei for now but next week it could be something different and any of these companies are fair game.”Lewis, who previously served as the U.S. Commerce Department’s lead for national security and espionage concerns related to high-technology trade with China, said Chinese firms are also racing to become less reliant on the very American firms bending over backwards to keep their business.Splitting the two economies won’t be easy. Research, development, manufacturing and talent in the U.S. and China are still very much interconnected.&quot;Innovation by American companies is fueled by access to the Chinese market,&quot; said Samm Sacks, cybersecurity policy and China digital economy fellow at think tank New America, in Congressional testimony in May.For Intel’s AI chief, collaboration with China helps the company to build better products and bring new technology to market fast.“I’m proud of the strong and growing partnership between Intel and Baidu,” Intel’s Rao said in Beijing, after greeting developers with a hearty “nihao.” “By working together to advance AI, Baidu and Intel are helping to usher in a world where AI is ubiquitous.”&#92;--With assistance from Gao Yuan.To contact the reporters on this story: Shelly Banjo in Hong Kong at sbanjo@bloomberg.net;Zheping Huang in Hong Kong at zhuang245@bloomberg.net;Ian King in San Francisco at ianking@bloomberg.netTo contact the editors responsible for this story: Peter Elstrom at pelstrom@bloomberg.net, Molly SchuetzFor more articles like this, please visit us at bloomberg.com©2019 Bloomberg L.P.",0.038,0.838,0.124,1
1111,0.4404,"Personal computer sales grew slightly in the second quarter, as companies tried to get more products out of China before more tariffs hit, combined with a better supply situation from Intel Corp.",0.0,0.912,0.088,1
1112,0.0,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news about AR glasses Today we ll look at that and other Apple Rumors for Thursday AR,0.0,1.0,0.0,0
1113,0.0,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news about AR glasses Today we ll look at that and other Apple Rumors for Thursday AR,0.0,1.0,0.0,0
1114,-0.7717,"Apple (AAPL) stock still rests 13% below its 52-week high despite its roughly 30% climb in 2019 amid trade war worries and a slowdown in iPhone sales. Now, let's peek ahead to see what investors should expect from Apple's third-quarter fiscal 2019 financial results.",0.14,0.86,0.0,-1
1115,-0.0258,"Apple Inc this week restored a software application to its App Store that let parents control their children's iPhone usage after removing it in February, the company said on Thursday.  The removal of the app, OurPact, was criticized by software developers who claimed Apple was shutting down makers of services the iPhone maker also offered.  It was among a dozen other applications removed from the store.",0.037,0.927,0.036,0
1116,0.34,S&P; 500 gains 0.23% and closes with new high Continue reading...,0.0,0.806,0.194,1
1117,0.8462,"Worldwide PC demand grew more than expected in the second quarter, propelled in part by a phasing out of support for Microsoft Corp.'s  Windows 7 operating system, according to research firm International Data Corp. Sales of PCs rose 4.7% to 64.9 million units from the year ago quarter as supply shortages eased, IDC said. &quot;With the January 2020 end of service (EOS) date for Windows 7 approaching, the market has entered the last leg of the Windows 7 to Windows 10 commercial migrations,&quot; said Linn Huang, IDC research vice president, in a statement. According to IDC, market share was 25.1% for Lenovo Group Ltd. , 23.7% for HP Inc. , 17.9% for Dell Technologies Inc. , 6.6% for Acer Group, and 6.3% for Apple Inc. . Earlier Thursday, research firm Gartner reported a 1.5% rise in PC sales to just under 63 million units but Gartner does not include Chromebooks that run on Alphabet Inc.'s  operating system. Like IDC, Gartner attributed Windows 10 as a catalyst for growth.",0.016,0.913,0.071,1
1118,0.3182,Apple AAPL has reportedly updated macOS to remove the vulnerable web server installed by Zoom ZOOM to automatically add a user to a video call unsolicited Taking advantage of Zoom s click to join feature the hidden web server was installed obscurely when users download the Zoom app,0.04,0.873,0.087,1
1119,0.3182,Apple AAPL has reportedly updated macOS to remove the vulnerable web server installed by Zoom ZOOM to automatically add a user to a video call unsolicited Taking advantage of Zoom s click to join feature the hidden web server was installed obscurely when users download the Zoom app,0.04,0.873,0.087,1
1120,0.3818,"Global personal computer shipments rose 4.7% to 64.9 million in the second quarter on improved supply for Intel Corp.  processors and moves by some PC makers to ship a surplus of products with a threat of increased tariffs, market researcher IDC Corp. said Thursday. Lenovo Group Ltd., HP Inc. , Dell Technologies Inc. , Acer Group, and Apple Inc.  comprised the top five PC sellers.",0.05,0.846,0.104,1
1121,0.25,President Donald Trump told the conservative critics of social media Thursday that they’ve successfully used the platforms to send messages directly to the American people without going through the “fake news filter.”,0.062,0.847,0.09,1
1122,0.6448,"(Bloomberg) -- Worldwide shipments of personal computers increased 1.5% in the second quarter, fueled by businesses upgrading to the latest Windows software from Microsoft Corp. China-based Lenovo Group Ltd. held the No. 1 spot over U.S. rival HP Inc. amid a trade war between the two countries.PC shipments increased to 63 million units in the period ended June 30 from 62 million in the quarter a year earlier, researcher Gartner Inc. said Thursday in a report. Robust corporate demand offset a decline in notebook shipments, Gartner said. Lenovo shipped almost 16% more PCs year-over-year, giving the company a quarter of the global market.Industry research firm IDC estimated PC shipments climbed 4.7% in the most recent period, with vendors putting out 65 million devices worldwide.&quot;The threat of increased tariffs led some PC makers to ship a surplus of desktops and notebooks, thereby artificially propping up the PC market during the second quarter,&quot; said Jitesh Ubrani, a research manager at IDC.Computer makers have struggled to navigate global trade tensions. They already operate with low profit margins, and many of them have shuffled their supply chains in response to U.S. tariffs on some components. Dell Technologies Inc. and HP are reportedly considering moving 30% of their notebook production out of China.Dell came in third place in the global PC race, with 17% of the market after HP’s 22%. Apple Inc.’s PC shipments narrowly declined in the most recent period, and the company held the fourth spot with about 6% of the market.(Updates with estimates from IDC in third paragraph.)To contact the reporter on this story: Nico Grant in San Francisco at ngrant20@bloomberg.netTo contact the editors responsible for this story: Jillian Ward at jward56@bloomberg.net, Andrew Pollack, Alistair BarrFor more articles like this, please visit us at bloomberg.com©2019 Bloomberg L.P.",0.058,0.864,0.078,1
1123,0.9957,"(Bloomberg) -- President Donald Trump said he’d summon social media companies for a meeting at the White House to discuss conservative grievances about alleged political bias on their platforms, and that he had directed his administration to explore methods to protect online speech.“We will ask representatives of the major social media platforms to join me at the White House over the next month,” Trump told his audience at an event Thursday the White House billed as a “social media summit.”“Have a big meeting and a real conversation,” Trump said. He also said he would direct the administration to “explore all regulatory and legislative solutions to protect free speech and the free speech rights of all Americans.”“We’re fighting for you very hard,” the president said earlier, after he and other speakers at the event complained of suffering censorship by social media companies. “We’re going to be calling a big meeting of the companies for -- in a week or two. They have to be here.”While Facebook Inc. and Twitter Inc. and other internet platforms weren’t invited to Thursday’s event, several presidential fans, provocateurs, leaders of conservative groups, media figures, and lawmakers said they were going -- including some who’ve faced allegations of racism and antisemitism, trolling and conspiracy theories.“Some of you are extraordinary,” Trump told the audience. “Can’t say everybody. The crap you think of is unbelievable.”Later, he added: “Some of you guys are out there. I mean it’s genius, but it’s bad.”Representatives of Google, Facebook and Twitter declined to comment on the potential White House meeting.Bias ClaimsThe president said the “journalists” and “influencers” who attended the event are “fulfilling a vital role in our nation” by communicating “directly with our citizens without having to go through the fake news filter.” Trump has often said his @realDonaldTrump Twitter account, where he frequently announces official news, is vital for him to communicate directly with the American public.Despite claims that they face systematic bias by companies hosting social media platforms, Trump enjoys an audience of about 62 million followers at his personal Twitter account and more than 24 million at his official Facebook page. He said he and his summit audience reach a combined “half a billion followers.”“I know that we’ve been blocked,” Trump said, relating anecdotes about people telling him they were unable to follow his Twitter account.The event was billed as a way to “bring together digital leaders for a robust conversation on the opportunities and challenges of today’s online environment,” according to a statement announcing the meeting. But the confirmed attendees were primarily conservative tech critics who echo Trump’s own complaints that social media systematically silences conservative voices.Trump said that when the conference concludes, he’ll speak on the 2020 U.S. Census. Trump will retreat from his effort to include a citizenship question in the decennial census after a defeat at the U.S. Supreme Court, and will seek the information through other means, an administration official said.The president has repeatedly accused large technology platforms such as Twitter, Facebook and Alphabet Inc.’s Google of anti-conservative bias, with little evidence. Last month, he said the U.S. government should sue Facebook and Google for unspecified wrongdoing.In May, the administration posted a form urging people to report potential political censorship by the social media companies, which White House spokesman Judd Deere said on Wednesday got “thousands of responses.” The form is now defunct.“I don’t think there’s going to be serious policy matters discussed,” said Ethan Porter, a professor at George Washington University who has studied the political role of media in the Trump era. “It looks like a theatrical gathering at the White House -- a venting session for conservative media stars.”Senator Josh Hawley also spoke at the event. The Missouri Republican is pushing legislation that would require social media companies to certify they don’t engage in censorship based on politics or face revocation of liability protections for content their users post. Trump called his proposal “important.”QAnon, O’KeefeThe summit attracted figures like Bill Mitchell, a Twitter booster of Trump’s who has promoted the conspiracy theory known as QAnon; as well as the person behind a pro-Trump meme account known as @CarpeDonktum, whose work has attracted retweets from the president.Brent Bozell, who heads an organization devoted to exposing alleged liberal media bias and once compared President Barack Obama to “a skinny, ghetto crackhead,” was also expected, alongside another Twitter personality who has said the media was pushing a civil war.The conservative nonprofit Project Veritas, which uses undercover sting operations in attempts to expose wrongdoing, said founder James O’Keefe would be there. Senator Marsha Blackburn, a Tennessee Republican and frequent Google critic, is scheduled to attend, as is Republican Representative Matt Gaetz of Florida.Traditional Washington conservative organizations such as the Heritage Foundation will be represented. So will a fairly new one, the youth-focused group Turning Point USA, which has been accused of promoting baseless claims against liberals.The White House schedule initially listed the event as closed to the press, but a revised version said Trump’s remarks will be open to reporters. “The Fake News Media will also be there, but for a limited period,” Trump tweeted.Ben Garrison, a pro-Trump political cartoonist, tweeted Wednesday that his invitation had been rescinded after criticism that one of his works, which depicted Jewish financiers controlling U.S. foreign policy, was anti-Semitic. Garrison denied the accusation.Election ConnectionAccusing social media companies of shutting out conservative agendas could help Trump maintain ties to allies, some of whom have devoted media followings of their own, Porter said. Trump officially launched his re-election campaign last month, and it reported last week that he and the Republican National Committee had together raised $105 million in the second quarter and had $100 million in available cash.Nearly 65% of Republicans or those who lean Republican believe big tech companies support liberal views over conservative ones, and a full 85% think it’s at least somewhat likely the companies are intentionally censoring viewpoints, according to a Pew Research Center survey from last year.“There is a segment of the population that’s motivated to get out to vote based on what they’re against,” said Kevin Madden, a former spokesman for Republican Mitt Romney’s presidential campaign who has also worked with technology companies.Michael Beckerman, president of the Internet Association, a trade group that represents large technology companies, said in a statement that his members provide “the best tool for promoting voices from all political perspectives in history,” including conservatives.“Internet companies are not biased against any political ideology, and conservative voices in particular have used social media to great effect,” Beckerman said.Pressure on the technology companies is increasing in Washington as Republicans in Congress dig into allegations of conservative bias, Democrats in the House conduct an antitrust inquiry and enforcers at the Justice Department and the Federal Trade Commission divvy up oversight of Google, Facebook, Apple Inc., and Amazon.com Inc. Politicians from both parties are also exploring limiting liability protections that the companies enjoy for third-party content.Jesse Blumenthal, who directs tech policy for the network of groups funded by the libertarian Koch brothers, said that those on the right have long feared gatekeepers would keep conservative opinions from out of the public square.“That is not a new complaint,” said Blumenthal, who advocates for the government to stay out of speech issues. “What is new is, so what do you want the government to do about it?”The fight to remove the government from regulating speech resulted in the successful push to end the “fairness doctrine” that required television broadcasters give equal amounts of time to candidates seeking public office, Blumenthal said. Trump has mused about bringing the idea back for social media.&#92;--With assistance from Alyza Sebenius and Margaret Talev.To contact the reporter on this story: Ben Brody in Washington at btenerellabr@bloomberg.netTo contact the editors responsible for this story: Sara Forden at sforden@bloomberg.net, Justin BlumFor more articles like this, please visit us at bloomberg.com©2019 Bloomberg L.P.",0.055,0.851,0.094,1
1124,0.9655,"It was shaky action in the Nasdaq today. At first, the index rallied to new all-time highs, hitting 8,226. Then, it fell and closed lower by 0.08%. The rally came on more hints from Fed Chair Powell suggesting a rate cut is coming later this month.Source: Shutterstock The market is now fully pricing in at least a 25 basis point cut to the Fed funds rate. If the rate doesn't materialize, the stock market will surely sell off as a result. I'd expect tech to get hit extra hard under that circumstance. As it stands, markets are pricing in a 20% chance of a 50 basis point cut, which is up notably over the past few days.Worth pointing out is that a majority of the market is preparing for that 50 basis point cut at the September meeting, with odds standing at about 56%. Further, there is a roughly 12% chance of a 75 basis point cut by then.InvestorPlace - Stock Market News, Stock Advice & Trading TipsAs fun as it is to talk about the Fed almost daily… it is the commanding topic on Wall Street at the moment.  * 3 Forgotten Tech Stocks Worth Remembering However, earnings are set to pick up in the second half of the month, setting the stage for some big moves in tech and elsewhere. You know investors in the PowerShares QQQ ETF (NASDAQ:QQQ) are bracing for some action with FAANG set to report in a few weeks. Heard at the Nasdaq TodayMicrosoft (NASDAQ:MSFT) hit new all-time highs again, and drew in a new analyst in the process. Cowen initiated coverage of MSFT with an outperform rating and $150 price target. They argue that MSFT has positioned itself in the right secular growth markets, although the coverage is certain to draw some criticism of Cowen's timing. I mean, up 35% so far in 2019 and this is when they start coverage?In any regard, the target implies about 8.5% upside from current levels.Bank of America analysts sent Snap (NYSE:SNAP) stock to new 52-week highs after they upped their price target from $12 to $17. They make the case that downloads of Snapchat are up more than 60% sequentially and year over year. If true, it could lead to better-than-expected user growth.Take-Two Interactive Software (NASDAQ:TTWO) took a hit on the chin in early Thursday trading, but closed lower by &quot;just&quot; 0.54% after a downgrade to hold at Jefferies. The firm's $115 price target is just below TTWO's current price of $116.53. News on the Nasdaq TodayAmazon (NASDAQ:AMZN) Music has reportedly seen its subscriber base rise 70% over the past year.Apple (NASDAQ:AAPL) Music has also boasted strong growth with its service earlier this year, helping to drive its robust $10-billion-per-quarter Services unit higher. The rise in music subscribers for Amazon comes as little surprise, as consumers continue to gravitate toward Spotify (NYSE:SPOT), Apple Music, Amazon Music and other streaming services.Biotech stocks took it on the chin Thursday. A likely decision from the White House is benefiting some groups in healthcare and hurting others. CVS Health (NYSE:CVS), Humana (NYSE:HUM), Cigna (NYSE:CI) and others benefited from the news -- here's how to trade Cigna's big rally -- while others suffered.Gilead Sciences (NASDAQ:GILD), Celgene (NASDAQ:CELG), Bristol-Myers Squibb (NYSE:BMY), Biogen (NASDAQ:BIIB), Regeneron (NASDAQ:REGN) and others all took a hefty hit on high volume. Of the names above, BMY and REGN hit new 52-week lows in the session.The question now becomes, will it be a one-day beating or is this just the start?Last but certainly not least, Apple is reportedly gearing up to offer its higher-end iPhones in India. The idea of Apple tapping into a market with 1 billion consumers is certainly appealing to investors. That's even as affordability in a country like India vs. the U.S. are quite different.  * 10 Stocks to Sell for an Economic Slowdown According to the report, the XR and the XS could hit regional markets throughout the country. Further, Apple plans to assemble the units in India. This keeps the company from having to pay high taxes on the import of these devices. Apple has just ~1% of the smartphone market in India, paving the way for potential iPhone unit growth going forward.Bret Kenwell is the manager and author of Future Blue Chips and is on Twitter @BretKenwell. As of this writing, Bret Kenwell is long AAPL, AMZN, CELG.  More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 10 Stocks to Sell for an Economic Slowdown   * 7 Marijuana Penny Stocks That I May Buy   * 7 of The Best Schwab ETFs for Low Fees The post Nasdaq Today: Biotech Wrecked; Buy Microsoft?Â  appeared first on InvestorPlace.",0.046,0.887,0.067,1
1125,0.0516,"Global PC demand grew in the second quarter of 2019, reversing two quarters of declines, according to research firm Gartner late Thursday. Worldwide sales of PCs rose 1.5% to just under 63 million units in the second quarter as businesses refreshed computers because of demand for Microsoft Corp.'s  Windows 10 operating system. &quot;Additionally, there are signs that the Intel  CPU shortage is easing, which has been an ongoing impact to the market for the past 18 months,&quot; said Mikako Kitagawa, senior principal analyst at Gartner, in a statement. Market share was 25% for Lenovo Group Ltd. , 22.2% for HP Inc. , 16.9% for Dell Technologies Inc.  and 5.9% for Apple Inc. , Gartner said.",0.043,0.92,0.036,0
1126,0.0,"With the update on Apple's (AAPL) macOS, users will be prompted for permission to open the Zoom app.",0.0,1.0,0.0,0
1127,0.7351,"A successful launch doesn’t magically transform companies with banal, easily replicated business models into industry disruptors Continue reading...",0.0,0.708,0.292,1
1128,0.4391,"Which company deserves the most credit for the Dow Jones Industrial Average’s run to a milestone at 27,000 since last posting a finish at or above a round-number milestone at 26,000 back on Jan. 17?",0.0,0.915,0.085,1
1129,0.4391,"Which company deserves the most credit for the Dow Jones Industrial Average’s run to a milestone at 27,000 since last posting a finish at or above a round-number milestone at 26,000 back on Jan. 17?",0.0,0.915,0.085,1
1130,0.0,5 stock and bond investments that cost you almost nothing to own.,0.0,1.0,0.0,0
1131,-0.5994,Global consumer tech companies are reportedly looking to move out of China amid the still unresolved trade war.,0.187,0.813,0.0,-1
1132,0.3818,InvestorPlace Stock Market News Stock Advice amp Trading Tips Among investment categories the semiconductor group finds itself in an awkward situation And within this sub segment traders are attempting to decipher Micron Technology NASDAQ MU On one hand MU stock,0.037,0.888,0.075,1
1133,0.3818,InvestorPlace Stock Market News Stock Advice amp Trading Tips Among investment categories the semiconductor group finds itself in an awkward situation And within this sub segment traders are attempting to decipher Micron Technology NASDAQ MU On one hand MU stock,0.037,0.888,0.075,1
1134,0.4939,"France’s goal is to achieve a global agreement on taxing digital services, finance minister Bruno Le Maire said on Tuesday, after the U.S. government’ decided to launch an investigation into the new tax on sales in the country by multinational firms",0.0,0.924,0.076,1
1135,-0.3983,"Leading the Apple (NASDAQ:AAPL) rumor mill today is news about AR glasses. Today, we'll look at that and other Apple Rumors for Thursday.AR Glasses: A new rumor claims that Apple is no longer moving forward with plans for AR glasses, reports MacRumors. This rumor claims that the tech company is terminating the project. However, the details as to why are still unknown. This is a change over several previous rumors that come from reliable sources. These rumors were saying that AAPL is planning to release a pair of AR glasses sometime next year.Notchless iPhone: Apple may be planning to release a notcheless iPhone in the future, AppleInsider notes. Haters of the notch shouldn't get their hopes up yet. The rumor says that the notch won't be going away until the 2020 iPhone. The source of this rumor is TF Securities analyst Ming-Chi Kuo. Kuo has a strong tack record when it comes to leaking AAPL's plans. He says that a smaller front-facing camera will be the death of the display notch.InvestorPlace - Stock Market News, Stock Advice & Trading TipsWalkie-Talkie: Apple isn't allowing Watch users to make use of the Walkie-Talkie feature, reports 9to5Mac. The Walkie-Talkie feature was shut off by the company due to a privacy issue. This problem could allow other individuals to listen in on conversations secretly. The company hasn't revealed how the issue works. However, it doesn't believe any harm has come from the vulnerability.Subscribe to Apple Rumors As of this writing, William White did not hold a position in any of the aforementioned securities.The post Thursday Apple Rumors: Apple May Be Giving Up on AR Glasses appeared first on InvestorPlace.",0.051,0.904,0.045,-1
1136,0.0,For Immediate Release Chicago IL July 11 2019 Zacks Market Edge is a podcast hosted weekly by cks Stock Strategist Tracey Ryniec Every week Tracey will be joined by guests to discuss the hottest investing topics in stocks bonds and ETFs and how it impacts your life To listen to,0.0,1.0,0.0,0
1137,0.0,For Immediate Release Chicago IL July 11 2019 Zacks Market Edge is a podcast hosted weekly by cks Stock Strategist Tracey Ryniec Every week Tracey will be joined by guests to discuss the hottest investing topics in stocks bonds and ETFs and how it impacts your life To listen to,0.0,1.0,0.0,0
1138,-0.9849,"Nvidia (NASDAQ:NVDA) stock  is showing small signs of progress. NVDA stock has been a falling knife over the past six months. But now, the stock, while not recovering tremendously, has at least stopped going down for the time being. Is Nvidia stock's  seemingly endless plunge finally over?Source: Shutterstock The answer likely comes down to the following question: Will NVDA stock catch up to the stock market, or continue to trade on its own merit? The stock market is obviously booming, with the major averages making new all-time highs. Tech stocks in particular have been on fire. Meanwhile, Nvidia stock has been going up a little with the market, but then slipping back quickly. For example, last week, NVDA hit $166, but then slipped back to $160, even as the market continued to surge.  * 10 Stocks to Sell for an Economic Slowdown That's because NVDA faces a ton of company-specific and sector-specific problems. These range from excessive inventory to the product issues facing Intel (NASDAQ:INTC), and the trade war.InvestorPlace - Stock Market News, Stock Advice & Trading Tips The Semiconductor Industry Is Caught in the CrossfireThe trade war is dragging on and on. That's awful news for leading semiconductor companies such as NVDA. According to Nvidia's most recent annual report, fully 74% of the company's revenues came from Asia during its last full fiscal year. The company generated $3.4 billion of revenue from Taiwan alone last year. It got $2.8 billion from mainland China and Hong Kong, and another $2.4 billion from the rest of Asia.NVDA got just $1.5 billion of revenue from the U.S.,  equaling barely 10% of its overall revenues. Amazingly, the small island of Taiwan buys more than twice as much from Nvidia  as all of the United States does. Needless to say, the longer the trade war goes on, the more NVDA stock  and its peers  will suffer negative  consequences.There's been some upbeat chatter about a potential resolution to the U.S.-China trade issues. Reportedly Trump and the Chinese delegation did a lot of talking ahead of the recent G-20 meeting. And there was an agreement of sorts related to Huawei, but it appears to be more of a temporary ceasefire than a solution. Until we get something concrete, Nvidia and the rest of the semiconductor industry will likely struggle. Rivals Feeling the HeatGlobal electronics giant Samsung exemplified the trade war issues with its earnings pre-release last Thursday. Samsung makes both semiconductor chips, competing with the likes of Micron (NASDAQ:MU) in memory. while also making plenty of end products such as phones and TVs.In any case, Samsung announced that it sees its operating profits for this quarter falling by more than 50%. Samsung blamed the decline on a combination of the trade war, weak memory prices, and soft demand from other customers. Reportedly, for example, the demand for Apple's (NASDAQ:AAPL) iPhone was so sluggish that Apple will have to pay Samsung some sort of compensation for not meeting minimum order levels.When giants like Apple and Samsung are failing to meet investors' expectations, it's clear that there's a  broad slowdown in consumer electronics. As great as Nvidia's technology is, NVDA can't prosper in a world in which the whole consumer electronics sector is in a slump. If Apple, Samsung etc. continue to struggle, NVDA stock isn't going anywhere, either. Why Nvidia Stock Price Can ReboundNvidia hasn't  given a whole lot of details about its outlook for the rest of the year. Starting with its last quarterly earnings report, NVDA stopped providing full-year guidance. That's often a sign of trouble ahead. That said, if you're looking for a bullish case on Nvidia stock, you can patch one together.For one thing, its inventory levels have declined in some areas, particularly in graphics. It appears the overbuilding of graphics cards has ended. And while bitcoin's surge won't set off another mining boom like it did in 2017, it will probably help increase demand to a certain extent. People still use GPUs to mine cryptocurrency after all.Overall, Nvidia's revenues will probably start to flatten out by the end of the year. If nothing else, at least the jarring double-digit-percentage revenue declines across all of its business segments will come to an end. If and when the trade war ends, Nvidia should finally be able to get back to revenue growth. As is often the case for tech companies, once NVDA's revenue bottoms, Nvidia stock price should start shooting back up again. The Verdict on NVDA StockIf Nvidia stock price was trading at fire-sale levels, there'd be a case for buying NVDA at this point. The company has fantastic technology and will surely bounce back sooner or later.But Nvidia stock is still aggressively valued after its seemingly huge decline. Nvidia is now selling at 31 times its trailing earnings. If you believe analysts' average estimates, its earnings will shoot up to $7 per share over the next year, pushing the P/E ratio to a more reasonable - though hardly cheap -  23&#92;. With its revenues still declining, however, it's hard to see how this earnings explosion is going to occur.Ultimately the trade war will get sorted out, and Nvidia will get its momentum back. But there's no reason that such a development will necessarily happen in 2019. Nvidia stock price is far from cheap at this valuation. It may go up  a little if the stock market keeps roaring higher. But until Nvisia's business gets its momentum back, the stock will continue to underperform the market as a whole.At the time of this writing, Ian Bezek owned INTC stock. You can reach him on Twitter at @irbezek. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 10 Stocks to Sell for an Economic Slowdown   * 7 Marijuana Penny Stocks That I May Buy   * 7 of The Best Schwab ETFs for Low Fees  The post Nvidia Stock May Be Bottoming, But Don't Expect a Recovery in 2019 appeared first on InvestorPlace.",0.101,0.826,0.073,-1
