publication_date,compound,headline,neg,neu,pos,label
2016-09-22 15:56:00,0.0,Pfizer Declares 30-Cent Fourth-Quarter 2016 Dividend,0.0,1.0,0.0,0
2016-09-22 16:22:56,0.0,"Dow Movers: V, UTX",0.0,1.0,0.0,0
2016-09-22 17:43:49,-0.4215,Lundbeck says Alzheimer's late-stage study fails,0.359,0.641,0.0,-1
2016-09-22 21:59:13,0.1027,"Market Close Report: Historical high reached as NASDAQ Composite Index closes at 5,339.52.",0.0,0.896,0.104,1
2016-09-22 23:21:27,-0.6249,"Why Axovant Sciences Ltd (AXON), Jabil Circuit, Inc. (JBL) and Virgin America Inc (VA) Are 3 of Today’s Worst Stocks",0.186,0.814,0.0,-1
2016-09-23 08:38:00,0.4767,Pfizer Gets U.S. Regulatory Approval For Medivation Takeover,0.0,0.693,0.307,1
2016-09-23 11:29:56,0.34,"UPDATE 1-Novartis's Zykadia gets positive results, faces Roche pressure",0.172,0.547,0.281,1
2016-09-23 12:00:12,0.0,"Pharma Stock Roundup: Allergan Acquisitions in Focus, J&J to Buy Abbott's AMO",0.0,1.0,0.0,0
2016-09-23 12:42:05,0.0,Pfizer Announces Expiration of HSR Waiting Period For Proposed Acquisition of Medivation,0.0,1.0,0.0,0
2016-09-23 13:28:00,0.0,[video]Takeover Chatter Around Clovis May Be Overdone,0.0,1.0,0.0,0
2016-09-23 18:12:06,0.7783,Dow 30 Stock Roundup: Microsoft Rewards Shareholders; GE Wins $1.9B Nuclear Power Contract,0.0,0.618,0.382,1
2016-09-23 20:07:24,0.128,Axovant Confidence 'Not Swayed' After Rival Alzheimer's Drug Fails,0.214,0.534,0.252,1
2016-09-23 21:25:53,0.0,Teva’s Valuation Multiples Compared to Other Generic Drug Players,0.0,1.0,0.0,0
2016-09-23 22:21:15,0.0,The 5 Highest Dividend Payout Ratios on the Dow,0.0,1.0,0.0,0
2016-09-23 23:04:05,0.1779,Generics or Specialty: Which Mylan Segment Is Growing Fastest?,0.0,0.825,0.175,1
2016-09-25 17:04:26,-0.34,“Don’t fire until you see the whites of their eyes”,0.211,0.789,0.0,-1
2016-09-25 19:20:52,0.6808,Apple iPhone Calling Big Pharma: We Can Help You Develop Better Drugs,0.0,0.641,0.359,1
2016-09-26 06:59:00,0.4404,"Pfizer Says Not To Pursue Splitting Innovative Health, Essential Health Into Two",0.0,0.791,0.209,1
2016-09-26 07:21:00,0.0,Pfizer Won't Pursue a Split,0.0,1.0,0.0,0
2016-09-26 07:52:00,0.0,Pfizer Won''t Pursue a Split of Established and New Medical Lines -- Update,0.0,1.0,0.0,0
2016-09-26 10:45:00,0.0,Pfizer Won't Pursue a Split of Established and New Medical Lines,0.0,1.0,0.0,0
2016-09-26 10:45:00,0.0,Pfizer Throws Out Plan to Split Into Two Companies,0.0,1.0,0.0,0
2016-09-26 11:09:04,0.8271,Pfizer Decides Remaining One Company Best Positions Company To Maximize Future Value Creation,0.0,0.535,0.465,1
2016-09-26 11:35:00,0.0,Pfizer Throws Out Plan to Split Into Two Companies -- 2nd Update,0.0,1.0,0.0,0
2016-09-26 12:23:00,-0.128,Stock Futures Fall With Clinton-Trump Showdown Looming,0.2,0.8,0.0,-1
2016-09-26 13:03:17,-0.4215,US STOCKS-Wall St set to open lower as presidential debate looms,0.297,0.703,0.0,-1
2016-09-26 13:20:44,0.0,"Stocks to Watch: Chemtura, Deutsche Bank, Array BioPharma",0.0,1.0,0.0,0
2016-09-26 14:05:03,-0.1779,"US STOCKS-Wall St drops as Pfizer falls, Deutsche Bank drags financials",0.145,0.855,0.0,-1
2016-09-26 14:08:07,0.0,US shares open lower on profit-taking,0.262,0.476,0.262,0
2016-09-26 14:24:12,0.0,Can You Guess Which Big Pharma Has Raised Its Drug Prices 5 Times Since June 2014?,0.0,1.0,0.0,0
2016-09-26 14:28:15,0.0,"Why Pfizer, Netflix, Amazon.com, Deutsche Bank, and Cal-Maine Foods Are Trending",0.0,1.0,0.0,0
2016-09-26 14:52:00,0.0,Pfizer Decides Not to Split Business,0.0,1.0,0.0,0
2016-09-26 15:10:22,0.0,Pfizer Decides Against the Split,0.0,1.0,0.0,0
2016-09-26 15:20:00,0.4939,Stocks Fall as Health Care Slumps Ahead of Presidential Debate,0.0,0.738,0.262,1
2016-09-26 15:20:21,0.0,US STOCKS-Wall St drops as Pfizer falls; presidential debate eyed,0.0,1.0,0.0,0
2016-09-26 15:21:07,0.0,"Dow Movers: PFE, AAPL",0.0,1.0,0.0,0
2016-09-26 15:22:36,0.0,Pfizer Can Conquer by Not Dividing,0.0,1.0,0.0,0
2016-09-26 15:24:00,0.0,Pfizer: Split Decision,0.0,1.0,0.0,0
2016-09-26 15:57:00,0.0,"Pfizer (PFE) Stock Declines, Bernstein: More Deals Seem Likely",0.0,1.0,0.0,0
2016-09-26 18:43:56,0.0,US STOCKS-Wall St falls as investors brace for presidential debate,0.0,1.0,0.0,0
2016-09-26 18:46:05,0.4404,"For Pfizer, Bigger as One May Be Better Than Smaller With Two",0.0,0.791,0.209,1
2016-09-26 18:48:00,0.4588,These Investors Are Glad Pfizer Has Decided Not to Split,0.0,0.75,0.25,1
2016-09-26 19:12:06,0.0,Drugmaker Pfizer decides not to break up business,0.0,1.0,0.0,0
2016-09-26 19:39:38,0.0,Pfizer decides against split-up; more deals seen likely,0.0,1.0,0.0,0
2016-09-26 20:01:11,0.0,"Goldman Sachs, JPMorgan Sink DJIA Monday",0.0,1.0,0.0,0
2016-09-26 20:03:00,-0.4215,Wall Street Sells Off on Worries Over Clinton-Trump Showdown,0.259,0.741,0.0,-1
2016-09-26 20:30:48,-0.6486,Unexpected Twist: Pfizer Scraps Breakup Following Dead Allergen Merger,0.35,0.65,0.0,-1
2016-09-26 20:32:02,0.0,"Regeneron-Sanofi Could Beat Pfizer, Roche, AstraZeneca On Eczema",0.0,1.0,0.0,0
2016-09-26 21:15:00,0.0,US STOCKS-Wall St drops as investors brace for presidential debate,0.0,1.0,0.0,0
2016-09-26 22:00:02,0.0,How the Dow Jones industrial average fared on Monday,0.0,1.0,0.0,0
2016-09-26 22:05:00,0.0,[$$] Pfizer Won't Split and Neither Should Investors,0.0,1.0,0.0,0
2016-09-26 22:21:27,0.0,"Regeneron, Sanofi Skin Disease Drug Under Priority Review",0.0,1.0,0.0,0
2016-09-26 23:23:36,0.0,Presidential Debate a Factor for the Market This Week,0.0,1.0,0.0,0
2016-09-27 01:37:49,0.0,[$$] Overheard,0.0,1.0,0.0,0
2016-09-27 04:59:51,0.0,PRESS DIGEST - Wall Street Journal - Sept 27,0.0,1.0,0.0,0
2016-09-27 10:59:22,0.0,[$$] Pfizer Throws Out Plan to Split Into Two Companies,0.0,1.0,0.0,0
2016-09-27 11:40:49,0.4588,Major Pharma Continues to See Rising Tide in Short Interest,0.0,0.75,0.25,1
2016-09-27 13:15:00,0.0,Blog Coverage US Pharma Giant Pfizer to Whole as one Complete Unit,0.0,1.0,0.0,0
2016-09-27 13:21:44,0.6249,Pfizer's Latest Immunotherapy Deal Could Be Great News for This Tiny Company,0.0,0.728,0.272,1
2016-09-27 13:49:00,-0.6597,Is This Pfizer's Next Mega-Blockbuster Cancer Drug?,0.423,0.577,0.0,-1
2016-09-27 16:06:27,0.0,Eli Lilly Stock Upgraded: What You Need to Know,0.0,1.0,0.0,0
2016-09-27 16:24:43,0.0,Pfizer (PFE) to Stay Together as a Single Company After All,0.0,1.0,0.0,0
2016-09-27 18:12:22,0.0,Markets In Monotone Mode Despite Post-Debate Rally,0.0,1.0,0.0,0
2016-09-27 18:22:23,0.0,What Gives With Biosimilars?,0.0,1.0,0.0,0
2016-09-27 22:22:18,0.0,Opko Health Has Big News on Deck,0.0,1.0,0.0,0
2016-09-28 09:00:00,0.0,Pfizer Completes Acquisition Of Medivation,0.0,1.0,0.0,0
2016-09-28 10:00:00,0.4215,Pfizer to Showcase Progress of Broad-Based Oncology Portfolio at European Society for Medical Oncology (ESMO) 2016 Congress,0.0,0.851,0.149,1
2016-09-28 11:51:00,0.2023,"Today's Top 5 Stock Picks: Pfizer, Apple, GE, More",0.0,0.795,0.205,1
2016-09-28 13:09:09,0.0,Pfizer Completes Acquisition of Medivation,0.0,1.0,0.0,0
2016-09-28 13:29:00,-0.3818,Battle of the Pharmaceutical Bigwigs: GlaxoSmithKline vs. Pfizer,0.271,0.729,0.0,-1
2016-09-28 15:43:35,0.0,"Why Oracle, SolarCity, Tesla and Two Other Stocks Are Making Headlines Today",0.0,1.0,0.0,0
2016-09-28 22:21:55,0.0,"Why Exelixis, Inc. Got Hammered Today",0.0,1.0,0.0,0
2016-09-29 12:45:06,0.128,Trade extends bearish position in Pfizer,0.0,0.769,0.231,1
2016-09-29 14:03:02,0.0,7 Healthcare Stocks in Focus on World Heart Day,0.0,1.0,0.0,0
2016-09-29 14:24:16,0.0,How Oncology Could Move the Needle for Johnson & Johnson's Stock,0.0,1.0,0.0,0
2016-09-29 15:24:58,0.0,Why Apple Inc. Could Slide 20% This Year (AAPL),0.0,1.0,0.0,0
2016-09-29 16:23:48,0.765,"Dow 30 Stock Roundup: Nike Earnings Impress, Boeing Wins $8B Saudi Order",0.0,0.602,0.398,1
2016-09-29 18:42:36,0.0,How Does Pfizer’s Valuation Compare?,0.0,1.0,0.0,0
2016-09-29 20:01:09,0.0,"Goldman, Merck Lead DJIA Thursday Plunge",0.0,1.0,0.0,0
2016-09-29 20:03:00,-0.4404,"Troubles for Deutsche Bank, Wells Fargo Drag Down Wall Street",0.353,0.504,0.144,-1
2016-09-29 20:23:22,-0.2023,"U.S. Stocks Sell Off On Deutsche Bank Worries, But Oil Plays Surge",0.189,0.676,0.135,-1
2016-09-29 21:04:11,0.0,A Look at the Pfizer-Medivation Deal,0.0,1.0,0.0,0
2016-09-29 22:04:12,0.0,The Pfizer-Anacor Deal: A Review,0.0,1.0,0.0,0
2016-09-29 22:59:51,-0.4019,Deutsche Bank's Losses Affecting the Market on Thursday,0.278,0.722,0.0,-1
2016-09-29 23:22:10,0.0,"Why Exelixis, Inc. Continued Its Downfall Today",0.0,1.0,0.0,0
2016-09-30 12:06:02,0.4404,Pfizer’s Innovative Health and Essential Health Businesses,0.0,0.674,0.326,1
2016-09-30 13:41:40,0.4939,"Health Care Sector Update for 09/30/2016: JNJ, PFE, ABT, MRK, AMGN, AUPH, THLD",0.0,0.789,0.211,1
2016-09-30 14:05:31,0.3818,Which Products Were Key Contributors to Pfizer’s Revenue Growth?,0.0,0.755,0.245,1
2016-09-30 15:05:21,0.0,Which Pfizer Products Reported Declining Sales?,0.0,1.0,0.0,0
2016-09-30 16:24:40,0.4767,ARIAD (ARIA) Leukemia Drug Iclusig Gets Approval in Japan,0.0,0.721,0.279,1
2016-09-30 16:24:50,-0.4215,"Exelixis, Inc. (EXEL) Crushed on CaboNivo Drug Trial Results",0.259,0.741,0.0,-1
2016-09-30 16:56:03,0.6249,"Kite, Anavex, G.W. Pharma Help Revive Biotech Sector Chemistry",0.0,0.579,0.421,1
2016-09-30 17:21:43,-0.296,"Midday Update: Deutsche Bank Takes Pressure off Wall Street, Dow Races Higher",0.167,0.833,0.0,-1
2016-09-30 17:25:20,0.0,The Highest-Yielding Drug Stocks,0.0,1.0,0.0,0
2016-09-30 18:45:00,0.2023,3 Top Healthcare Stocks to Buy Now,0.0,0.735,0.265,1
2016-09-30 23:24:05,0.5267,US Market Indexes Gain on Friday,0.0,0.595,0.405,1
2016-10-01 12:23:00,0.4588,Why Pfizer's Scrapped Merger May Ultimately Benefit the Company and Investors,0.0,0.769,0.231,1
2016-10-01 18:21:11,0.0,Vanguard Windsor II: Vanguard’s Oddball,0.0,1.0,0.0,0
2016-10-03 11:00:00,0.1585,Stock Market Outlook: A Little Too Buoyant?,0.0,0.755,0.245,1
2016-10-03 12:04:58,0.0,Major Product Developments for Pfizer,0.0,1.0,0.0,0
2016-10-03 14:37:07,-0.4228,Argus Slightly Disappointed With Pfizer's Decision Not To Split The Company,0.219,0.781,0.0,-1
2016-10-03 15:05:05,0.0,What’s the Outlook for Pfizer?,0.0,1.0,0.0,0
2016-10-03 15:44:27,0.0,"Dow Movers: PFE, DD",0.0,1.0,0.0,0
2016-10-03 16:44:20,0.0,"Noteworthy ETF Inflows: VLUE, PFE, GM, JPM",0.0,1.0,0.0,0
2016-10-03 19:44:29,-0.4588,Allergan PLC’s Charm-and-Merger Offensive (AGN),0.429,0.571,0.0,-1
2016-10-03 22:15:00,0.4767,Samsung Affiliate Seeks European Approval for Near-Replica of Herceptin,0.0,0.721,0.279,1
2016-10-03 22:45:00,0.34,Samsung BioLogics IPO Could Value Firm at $8.2 Billion,0.0,0.769,0.231,1
2016-10-03 22:45:00,0.4767,Samsung Affiliate Seeks European Approval for Herceptin Copy,0.0,0.693,0.307,1
2016-10-04 01:53:00,0.34,Samsung BioLogics IPO Could Value Firm at $8.2 Billion -- 2nd Update,0.0,0.821,0.179,1
2016-10-04 04:02:37,0.0,Corrections & Amplifications,0.0,1.0,0.0,0
2016-10-04 05:05:00,-0.4215,AstraZeneca's Brilinta Fails Arterial Disease Drug Trial,0.318,0.682,0.0,-1
2016-10-04 05:55:00,0.0,Correction to Samsung BioLogics story,0.0,1.0,0.0,0
2016-10-04 12:42:12,0.0,5 FDA Decisions to Watch Out for in October 2016,0.0,1.0,0.0,0
2016-10-04 13:14:05,0.0,"Bristol-Myers Squibb Company (BMY) Ex-Dividend Date Scheduled for October 05, 2016",0.0,1.0,0.0,0
2016-10-04 14:05:02,0.5719,Roche Alecensa Wins Second Breakthrough Status in the U.S.,0.0,0.684,0.316,1
2016-10-04 14:44:14,0.0,"Nope, Gilead Sciences Won’t Get Bought out",0.0,1.0,0.0,0
2016-10-04 16:15:00,-0.3182,J&J Warns Insulin Pump Vulnerable to Cyber Hacking,0.355,0.645,0.0,-1
2016-10-04 20:47:02,-0.2263,Dynavax Technologies Corporation (DVAX) Steals Back Gains on Pending Heplisav Treatment,0.224,0.612,0.163,-1
2016-10-05 02:48:00,0.0,Samsung Group Furthers Drug Push -- WSJ,0.0,1.0,0.0,0
2016-10-05 04:51:45,0.34,[$$] Samsung BioLogics IPO Could Value Firm at $8.2 Billion,0.0,0.789,0.211,1
2016-10-05 12:43:14,0.2023,"How Merck & Co., Inc. Ranks As a Top Analyst Pick (MRK)",0.0,0.833,0.167,1
2016-10-05 13:30:01,0.0,"The Zacks Analyst Blog Highlights: VIVUS, Geron, Achillion Pharmaceuticals, Anika Therapeutics and ANI Pharmaceuticals",0.0,1.0,0.0,0
2016-10-05 13:49:31,0.0,Biotech Mergers Run the Show: 5 Small-Cap Stocks for Q4,0.0,1.0,0.0,0
2016-10-05 15:22:52,0.0,"If You're in Your 60s, Consider Buying These 3 Stocks",0.0,1.0,0.0,0
2016-10-05 15:45:56,0.4215,3 Insights FuelCell Energy's Management Is Sharing With Investors,0.0,0.714,0.286,1
2016-10-05 16:28:57,0.0,"Pfizer Inc. : PFE-US: Dividend Analysis : August 05th, 2016 (record date) : By the numbers : October 5, 2016",0.0,1.0,0.0,0
2016-10-05 18:42:20,-0.5267,Three Cancer Plays For The Fourth Quarter Of 2016,0.328,0.522,0.149,-1
2016-10-05 20:04:55,0.0,Eli Lilly Looks To Corral More Animal-Health Business Vs. Zoetis,0.0,1.0,0.0,0
2016-10-06 01:57:11,0.1779,3 Reasons Pfizer's Recent Drop Could Make It a Buying Opportunity,0.176,0.588,0.235,1
2016-10-06 08:05:00,0.0,ICU Medical Investor Conference Call At 8:30 AM ET,0.0,1.0,0.0,0
2016-10-06 08:07:00,0.0,ICU Medical To Acquire Pfizer's Hospira In $1 Bln Deal - Quick Facts,0.0,1.0,0.0,0
2016-10-06 09:34:00,-0.4767,ICU Medical Inc. (ICUI) Has Broken Out To A New High After Acquisition,0.22,0.78,0.0,-1
2016-10-06 10:05:00,0.0,ICU Medical To Buy Pfizer Unit in $1 Billion Deal,0.0,1.0,0.0,0
2016-10-06 11:28:00,0.0,Pfizer To Sell New York City Headquarters By End Of Next Year,0.0,1.0,0.0,0
2016-10-06 11:41:00,0.0,Pfizer To Sell New York City Headquarters By End Of Next Year -- Update,0.0,1.0,0.0,0
2016-10-06 11:45:00,0.0,Pfizer to Sell New York Headquarters By End of 2017,0.0,1.0,0.0,0
2016-10-06 11:54:47,0.0,ICU Medical to Buy Pfizer’s Infusion Unit for $1 Billion,0.0,1.0,0.0,0
2016-10-06 11:59:04,0.0,ICU Medical Inc. to Acquire the Hospira Infusion Systems Business from Pfizer Inc. for $1 Billion in Cash and Stock,0.0,1.0,0.0,0
2016-10-06 12:02:33,0.0,ICU Medical to buy Pfizer's infusion therapy business for $1 bln,0.0,1.0,0.0,0
2016-10-06 12:09:04,0.0,ICU Medical Inc. To Acquire The Hospira Infusion Systems Business From Pfizer Inc. For $1 Billion In Cash And Stock,0.0,1.0,0.0,0
2016-10-06 13:38:07,0.0,[$$] ICU Medical To Buy Pfizer Unit in $1 Billion Deal,0.0,1.0,0.0,0
2016-10-06 13:57:51,-0.2263,US STOCKS-Wall St falls as health stocks drag,0.213,0.787,0.0,-1
2016-10-06 15:03:00,0.0,How Will Pfizer (PFE) Stock React to $1 Billion ICU Medical Deal?,0.0,1.0,0.0,0
2016-10-06 15:24:07,0.0,"Here’s Why Traders Are Watching Tesla, ICU Medical, Pfizer, and Two Other Stocks Today",0.0,1.0,0.0,0
2016-10-06 15:30:26,0.0,Pfizer to sell Hospira infusion therapy business to ICU Medical,0.0,1.0,0.0,0
2016-10-06 16:02:51,0.0,[$$] Pfizer to Sell New York Headquarters By End of 2017,0.0,1.0,0.0,0
2016-10-06 16:03:18,0.0,Pfizer says to seek more modern Manhattan headquarters,0.0,1.0,0.0,0
2016-10-06 17:25:28,0.0,[$$] The Designer Shoebox: Studio Apartments That Use Every Inch,0.0,1.0,0.0,0
2016-10-06 19:22:00,0.0,Pfizer Sells Infusion Therapy Business (PFE),0.0,1.0,0.0,0
2016-10-06 20:01:52,0.0,"American Express, Wal-Mart Weigh on DJIA Thursday",0.0,1.0,0.0,0
2016-10-06 20:23:30,0.4939,"Health Care Sector Update for 10/06/2016: PFE,PHMD,ALNY",0.0,0.652,0.348,1
2016-10-06 20:41:54,0.0,Twitter and Wal-Mart fall; ICU Medical and Lam Research jump,0.0,1.0,0.0,0
2016-10-06 20:43:40,0.2023,7 Top Stocks to Buy in October,0.0,0.735,0.265,1
2016-10-06 20:45:00,0.0,Pfizer to Sell Its Aging Headquarters (PFE),0.0,1.0,0.0,0
2016-10-06 21:11:32,0.0,Pfizer to seek more modern headquarters in Manhattan,0.0,1.0,0.0,0
2016-10-06 21:15:00,0.0,ICU Medical (ICUI) Stock Closed Higher on $1 Billion Pfizer Deal,0.0,1.0,0.0,0
2016-10-06 22:44:07,0.296,Why Opko Health Shares Rallied 14% in September,0.0,0.761,0.239,1
2016-10-06 23:43:37,0.0,"Why ICU Medical, Big 5 Sporting Goods, and Caesars Acquisition Jumped Today",0.0,1.0,0.0,0
2016-10-07 04:11:29,0.0,[$$] Pfizer to Sell New York City Headquarters By End of Next Year,0.0,1.0,0.0,0
2016-10-07 16:44:48,0.0,Pfizer to Sell Hospira Infusion Unit to ICU Medical for $1B,0.0,1.0,0.0,0
2016-10-07 18:28:24,0.0,Did Pfizer's No-Split Decision Cost Investors a Lot of Money?,0.0,1.0,0.0,0
2016-10-08 06:15:00,-0.3182,Novartis Targets Breast Cancer Drug Approval to Take on Pfizer,0.284,0.516,0.2,-1
2016-10-08 06:15:01,-0.2023,Novartis challenges Pfizer with strong breast cancer drug data,0.293,0.4,0.307,-1
2016-10-08 15:45:00,-0.2484,The trillion-dollar reason why Wall Street should take gender diversity more seriously,0.153,0.847,0.0,-1
2016-10-09 11:05:06,0.0,3 Tax Loopholes Hillary Clinton Wants to Close,0.0,1.0,0.0,0
2016-10-09 14:53:02,0.5719,Pfizer Presents Promising New Immunotherapy Combination Data With INLYTA® (axitinib) In Advanced Renal Cell Carcinoma (RCC),0.0,0.749,0.251,1
2016-10-09 15:13:33,-0.3542,3 Cancer Drugs That Could Get an FDA OK Next Year,0.287,0.522,0.191,-1
2016-10-09 19:30:55,0.0,Mindset Shifts Take Time,0.0,1.0,0.0,0
2016-10-09 20:15:00,0.0,Encouraging Results For Ribociclib In Advanced Breast Cancer,0.297,0.338,0.365,0
2016-10-10 03:01:00,-0.2023,Pfizer: Positive Results From SUTENT Trial As Adjuvant Therapy In Renal Cancer,0.244,0.556,0.2,-1
2016-10-10 06:15:00,0.7845,First Positive Phase 3 Results in Adjuvant Setting for Renal Cell Carcinoma Show SUTENT® (sunitinib) Extended Disease Free Survival After Surgical Removal,0.0,0.734,0.266,1
2016-10-10 06:15:01,-0.6597,Exelixis and Pfizer drugs face off in kidney cancer,0.355,0.645,0.0,-1
2016-10-10 06:53:04,0.7845,First Positive Phase 3 Results In Adjuvant Setting For Renal Cell Carcinoma Show SUTENT® (sunitinib) Extended Disease Free Survival After Surgical Removal,0.0,0.734,0.266,1
2016-10-10 07:08:00,0.128,Pfizer Says Kidney Drug Extends Disease-Free Survival in Adjuvant Setting,0.0,0.857,0.143,1
2016-10-10 07:32:33,-0.6597,Exelixis and Pfizer drugs compete in kidney cancer trial,0.355,0.645,0.0,-1
2016-10-10 11:13:13,0.0,3 Cheap Dividend Stocks That Could Rally Higher,0.0,1.0,0.0,0
2016-10-10 17:18:40,0.0,"Tesaro Inc (TSRO) Soars on Trial Data, Analyst Upgrades",0.0,1.0,0.0,0
2016-10-10 18:19:19,0.0,Tesaro Inc. Is Flying High Today (and Could Go Higher From Here),0.0,1.0,0.0,0
2016-10-10 20:20:21,-0.1531,Merck Topples Bristol-Myers On Lung Cancer Drug Win,0.31,0.423,0.268,-1
2016-10-11 12:04:43,0.0,What Do Analysts Have to Say about Bristol-Myers Squibb?,0.0,1.0,0.0,0
2016-10-11 13:21:06,0.0,"AbbVie Inc. (ABBV) Ex-Dividend Date Scheduled for October 12, 2016",0.0,1.0,0.0,0
2016-10-11 13:26:35,0.0,"Abbott Laboratories (ABT) Ex-Dividend Date Scheduled for October 12, 2016",0.0,1.0,0.0,0
2016-10-11 16:05:09,-0.6597,"October 11, 2016 - Transgene Announces Collaboration with Merck and Pfizer to Evaluate the Combination of TG4001 with Avelumab in HPV-Positive Head & Neck Cancer in a Phase 1/2 Study",0.145,0.855,0.0,-1
2016-10-11 16:18:51,0.296,"VLUE, WMT, PFE, GM: ETF Inflow Alert",0.0,0.732,0.268,1
2016-10-11 17:25:00,0.0,"Pfizer's Kidney Drug Faces a New Rival (EXEL, PFE)",0.0,1.0,0.0,0
2016-10-11 17:36:22,0.5106,Why Doctors Without Borders is turning down a million free pneumonia vaccines from Pfizer,0.0,0.784,0.216,1
2016-10-11 21:17:12,0.0,Investors Are Finally Getting With The Fed's Program — Are You?,0.0,1.0,0.0,0
2016-10-11 21:20:00,0.5499,[$$] The Health-Care Sector Is Anything but Healthy,0.0,0.664,0.336,1
2016-10-12 11:35:07,0.0,Major Pharma Short Sellers Grow More Selective,0.0,1.0,0.0,0
2016-10-12 11:56:00,0.0,Is Biopharma Productivity In A Sharp Decline?,0.0,1.0,0.0,0
2016-10-12 13:07:00,0.0,Is Pfizer Beginning to Hit Bottom?,0.0,1.0,0.0,0
2016-10-12 18:55:49,0.4404,Pfizer Inc. (PFE): Safe And Steady Dividends,0.0,0.674,0.326,1
2016-10-12 20:13:24,0.4215,"Fed Hawks Are Gaining Sway, September Meeting Minutes Show",0.0,0.741,0.259,1
2016-10-13 02:40:41,0.4404,"Better Buy: Regeneron Pharmaceuticals, Inc. vs. Roche Holding AG",0.0,0.734,0.266,1
2016-10-13 07:25:00,-0.3182,Pfizer Loses UK Appeal Court Patent Case Over Lyrica,0.223,0.777,0.0,-1
2016-10-13 11:06:38,-0.6808,Pfizer loses appeal in UK patent case over use of Lyrica drug for pain,0.318,0.682,0.0,-1
2016-10-13 12:04:00,-0.296,"Pfizer (PFE) Stock Slides, Jefferies Cuts to 'Hold'",0.239,0.761,0.0,-1
2016-10-13 12:10:52,-0.3182,Pfizer Loses U.K. Patent Appeal Over $4.8 Billion Lyrica Drug,0.204,0.796,0.0,-1
2016-10-13 12:30:00,0.0,"Morning Movers: WFC, PFE, AMZN, GS, MS",0.0,1.0,0.0,0
2016-10-13 12:30:00,0.0,"This Drug Stock's Pattern Says, 'Sell Now!'",0.0,1.0,0.0,0
2016-10-13 13:21:00,0.4939,"Health Care Sector Update for 10/13/2016: FLKS, TGTX, JNJ, PFE, ABT, MRK, AMGN",0.0,0.789,0.211,1
2016-10-13 16:08:48,-0.3818,[$$] Pfizer vows to persist in court battle over Lyrica,0.224,0.776,0.0,-1
2016-10-13 16:30:31,0.4404,Does Pfizer Deserve a Better Valuation?,0.0,0.58,0.42,1
2016-10-13 17:49:00,0.0,"Street Talk: AAPL, HCA & more",0.0,1.0,0.0,0
2016-10-13 18:04:00,-0.3182,Lack of Catalysts Keeps Analysts Away From Pfizer,0.247,0.753,0.0,-1
2016-10-13 18:04:14,0.3818,What Are Pfizer’s Major Growth Concerns?,0.0,0.658,0.342,1
2016-10-13 20:04:11,0.5267,Did Pfizer’s Top Line Growth Beat Its Peers?,0.0,0.577,0.423,1
2016-10-13 20:09:21,0.5859,Prothena Slammed On Politics; Could Win Eli Lilly Or Pfizer Partnership,0.0,0.725,0.275,1
2016-10-13 20:17:11,0.0,"Apple Price Target Raised; Gigamon, GrubHub Rated Buys",0.0,1.0,0.0,0
2016-10-13 20:29:13,-0.34,Pfizer Will Likely Overpay For M&A Post-Allergan Breakup Flop: Jeffries,0.211,0.789,0.0,-1
2016-10-13 21:00:03,0.0,Exelixis Goes for It,0.0,1.0,0.0,0
2016-10-13 21:32:36,0.2023,Treasury takes its latest step to keep corporate taxes in the US,0.0,0.859,0.141,1
2016-10-13 22:08:54,-0.296,US Market Indexes Lower on Thursday,0.306,0.694,0.0,-1
2016-10-14 12:04:53,0.3818,Four Key Deals: Analyzing Pfizer’s Impending Growth,0.0,0.698,0.302,1
2016-10-14 13:01:03,0.4939,"Health Care Sector Update for 10/14/2016: NHTC, EGLT, JNJ, PFE, ABT, MRK, AMGN",0.0,0.789,0.211,1
2016-10-14 13:42:57,0.0258,3 Figures That Matter Most When Johnson & Johnson Reports Its 3rd-Quarter Results,0.0,0.901,0.099,0
2016-10-14 13:43:21,0.0,A Guide to Conservative Income Producing Option Strategies for Dividend Stocks,0.0,1.0,0.0,0
2016-10-14 14:04:37,0.0,Pfizer’s Divestment of Hospira Infusion Systems,0.0,1.0,0.0,0
2016-10-14 15:00:09,0.1779,3 Big-Cap Stocks That Are Growing Again,0.0,0.746,0.254,1
2016-10-14 15:04:38,0.0,How Much Is Pfizer’s Return Potential?,0.0,1.0,0.0,0
2016-10-14 15:43:53,0.0,Merck KGaA Offers Portfolio Updates at Market Day Event,0.0,1.0,0.0,0
2016-10-14 15:44:38,0.0,"Pharma Stock Roundup: Mylan in EpiPen Medicaid Settlement, ESMO Data in Focus",0.0,1.0,0.0,0
2016-10-14 22:04:19,0.0,How Will Johnson & Johnson Fare Revenue-Wise in 3Q16?,0.0,1.0,0.0,0
2016-10-14 22:42:05,0.0,Is Opko Health On the Cusp of a Big Year?,0.0,1.0,0.0,0
2016-10-15 14:30:00,0.0,Pfizer to Present New Data on XELJANZ® (Tofacitinib Citrate) for Ulcerative Colitis at UEG Week 2016,0.0,1.0,0.0,0
2016-10-17 10:00:00,0.0,Making Sense of Merger-Arbitrage Funds,0.0,1.0,0.0,0
2016-10-17 13:42:57,0.0,What to Expect from J&J's (JNJ) Pharmaceutical Segment in Q3?,0.0,1.0,0.0,0
